"lon" "lat" "bottom_depth" "month" "time" "date" "vertical_advection_v"
-140 55 3198 10 2015-10-15 736252 -1.96909370720352
-140 55 3198 11 2015-11-15 736283 -0.178805949703437
-140 55 3198 12 2015-12-15 736313 -0.209064764675479
-140 70 56 1 2015-01-15 735979 0
-140 70 56 2 2015-02-15 736010 0
-140 70 56 3 2015-03-15 736038 0
-140 70 56 4 2015-04-15 736069 0
-140 70 56 5 2015-05-15 736099 0
-140 70 56 6 2015-06-15 736130 0
-140 70 56 7 2015-07-15 736160 0
-140 70 56 8 2015-08-15 736191 -0.280846872420116
-140 70 56 9 2015-09-15 736222 0.442297268439599
-140 70 56 10 2015-10-15 736252 0.393745141861793
-140 70 56 11 2015-11-15 736283 0
-140 70 56 12 2015-12-15 736313 0
-140 75 3593 1 2015-01-15 735979 0
-140 75 3593 2 2015-02-15 736010 0
-140 75 3593 3 2015-03-15 736038 0
-140 75 3593 4 2015-04-15 736069 0
-140 75 3593 5 2015-05-15 736099 0
-140 75 3593 6 2015-06-15 736130 0
-140 75 3593 7 2015-07-15 736160 0
-140 75 3593 8 2015-08-15 736191 0
-140 75 3593 9 2015-09-15 736222 -0.127382692097358
-140 75 3593 10 2015-10-15 736252 0
-140 75 3593 11 2015-11-15 736283 0
-140 75 3593 12 2015-12-15 736313 0
-140 80 3722 1 2015-01-15 735979 0
-140 80 3722 2 2015-02-15 736010 0
-140 80 3722 3 2015-03-15 736038 0
-140 80 3722 4 2015-04-15 736069 0
-140 80 3722 5 2015-05-15 736099 0
-140 80 3722 6 2015-06-15 736130 0
-140 80 3722 7 2015-07-15 736160 0
-140 80 3722 8 2015-08-15 736191 0
-140 80 3722 9 2015-09-15 736222 0
-140 80 3722 10 2015-10-15 736252 0
-140 80 3722 11 2015-11-15 736283 0
-140 80 3722 12 2015-12-15 736313 0
-140 85 2124 1 2015-01-15 735979 0
-140 85 2124 2 2015-02-15 736010 0
-140 85 2124 3 2015-03-15 736038 0
-140 85 2124 4 2015-04-15 736069 0
-140 85 2124 5 2015-05-15 736099 0
-140 85 2124 6 2015-06-15 736130 0
-140 85 2124 7 2015-07-15 736160 0
-140 85 2124 8 2015-08-15 736191 0
-140 85 2124 9 2015-09-15 736222 0
-140 85 2124 10 2015-10-15 736252 0
-140 85 2124 11 2015-11-15 736283 0
-140 85 2124 12 2015-12-15 736313 0
-140 90 4229 1 2015-01-15 735979 0
-140 90 4229 2 2015-02-15 736010 0
-140 90 4229 3 2015-03-15 736038 0
-140 90 4229 4 2015-04-15 736069 0
-140 90 4229 5 2015-05-15 736099 0
-140 90 4229 6 2015-06-15 736130 0
-140 90 4229 7 2015-07-15 736160 0
-140 90 4229 8 2015-08-15 736191 0
-140 90 4229 9 2015-09-15 736222 0
-140 90 4229 10 2015-10-15 736252 0
-140 90 4229 11 2015-11-15 736283 0
-140 90 4229 12 2015-12-15 736313 0
-135 -70 4156 1 2015-01-15 735979 0
-135 -70 4156 2 2015-02-15 736010 0.412274277193722
-135 -70 4156 3 2015-03-15 736038 -0.177534953100699
-135 -70 4156 4 2015-04-15 736069 -7.28105664841624
-135 -70 4156 5 2015-05-15 736099 0
-135 -70 4156 6 2015-06-15 736130 0
-135 -70 4156 7 2015-07-15 736160 0
-135 -70 4156 8 2015-08-15 736191 0
-135 -70 4156 9 2015-09-15 736222 0
-135 -70 4156 10 2015-10-15 736252 0
-135 -70 4156 11 2015-11-15 736283 0
-135 -70 4156 12 2015-12-15 736313 0
-135 -65 4501 1 2015-01-15 735979 0
-135 -65 4501 2 2015-02-15 736010 0.103435651314572
-135 -65 4501 3 2015-03-15 736038 0.433745047950258
-135 -65 4501 4 2015-04-15 736069 0.243497622150874
-135 -65 4501 5 2015-05-15 736099 0
-135 -65 4501 6 2015-06-15 736130 -0.318682461364385
-135 -65 4501 7 2015-07-15 736160 0
-135 -65 4501 8 2015-08-15 736191 0
-135 -65 4501 9 2015-09-15 736222 0
-135 -65 4501 10 2015-10-15 736252 0
-135 -65 4501 11 2015-11-15 736283 -0.481371415921941
-135 -65 4501 12 2015-12-15 736313 0.510162399464381
-135 -60 3993 1 2015-01-15 735979 0.0341856917566462
-135 -60 3993 2 2015-02-15 736010 -0.0411896704839833
-135 -60 3993 3 2015-03-15 736038 -0.941669476982315
-135 -60 3993 4 2015-04-15 736069 -0.0649312017723941
-135 -60 3993 5 2015-05-15 736099 0.546072254032648
-135 -60 3993 6 2015-06-15 736130 0.545955971324211
-135 -60 3993 7 2015-07-15 736160 -0.496041188116665
-135 -60 3993 8 2015-08-15 736191 -0.491710678165872
-135 -60 3993 9 2015-09-15 736222 0.160171717867499
-135 -60 3993 10 2015-10-15 736252 -0.389883183426884
-135 -60 3993 11 2015-11-15 736283 -0.575734917617572
-135 -60 3993 12 2015-12-15 736313 0.777360274052587
-135 -55 2987 1 2015-01-15 735979 -0.223835333019855
-135 -55 2987 2 2015-02-15 736010 1.43315662426076
-135 -55 2987 3 2015-03-15 736038 -0.247837645281108
-135 -55 2987 4 2015-04-15 736069 -0.338717804549753
-135 -55 2987 5 2015-05-15 736099 -0.00072153913462009
-135 -55 2987 6 2015-06-15 736130 0.498689634491642
-135 -55 2987 7 2015-07-15 736160 -0.315744823762515
-135 -55 2987 8 2015-08-15 736191 -0.347089257560476
-135 -55 2987 9 2015-09-15 736222 -0.70034672714533
-135 -55 2987 10 2015-10-15 736252 -1.55255064543893
-135 -55 2987 11 2015-11-15 736283 -0.174847475704359
-135 -55 2987 12 2015-12-15 736313 0.178365420605404
-135 -50 4650 1 2015-01-15 735979 -0.21112761138515
-135 -50 4650 2 2015-02-15 736010 0.329483950485177
-135 -50 4650 3 2015-03-15 736038 -0.254595403794722
-135 -50 4650 4 2015-04-15 736069 -0.371454186487059
-135 -50 4650 5 2015-05-15 736099 -0.453830367477608
-135 -50 4650 6 2015-06-15 736130 -0.10062103106695
-135 -50 4650 7 2015-07-15 736160 -0.233009102238196
-135 -50 4650 8 2015-08-15 736191 0.631140377623995
-135 -50 4650 9 2015-09-15 736222 0.322283555783666
-135 -50 4650 10 2015-10-15 736252 0.0916941365995803
-135 -50 4650 11 2015-11-15 736283 -0.364342173481983
-135 -50 4650 12 2015-12-15 736313 0.56556179355609
-135 -45 5263 1 2015-01-15 735979 0.203182484732202
-135 -45 5263 2 2015-02-15 736010 -0.119570475697224
-135 -45 5263 3 2015-03-15 736038 1.89002533093795
-135 -45 5263 4 2015-04-15 736069 -0.334528895869591
-135 -45 5263 5 2015-05-15 736099 -0.19762517850539
-135 -45 5263 6 2015-06-15 736130 -0.145008989273759
-135 -45 5263 7 2015-07-15 736160 -0.0683655362369197
-135 -45 5263 8 2015-08-15 736191 -0.238199378553836
-135 -45 5263 9 2015-09-15 736222 0.0249546864755047
-135 -45 5263 10 2015-10-15 736252 -0.340606490334875
-135 -45 5263 11 2015-11-15 736283 -0.139601699915172
-135 -45 5263 12 2015-12-15 736313 0.0987563417004955
-135 -40 5095 1 2015-01-15 735979 -0.256244318207711
-135 -40 5095 2 2015-02-15 736010 0.0172995966463315
-135 -40 5095 3 2015-03-15 736038 0.151827263861557
-135 -40 5095 4 2015-04-15 736069 -0.464828357615507
-135 -40 5095 5 2015-05-15 736099 0.185432936883039
-135 -40 5095 6 2015-06-15 736130 -0.0577432058753058
-135 -40 5095 7 2015-07-15 736160 0.080880272373475
-135 -40 5095 8 2015-08-15 736191 1.25369411311391
-135 -40 5095 9 2015-09-15 736222 -0.694143376606872
-135 -40 5095 10 2015-10-15 736252 0.0939623621642026
-135 -40 5095 11 2015-11-15 736283 0.63993781538632
-135 -40 5095 12 2015-12-15 736313 0.0391999146355695
-135 -35 4688 1 2015-01-15 735979 -0.0213379562953857
-135 -35 4688 2 2015-02-15 736010 0.160148594453893
-135 -35 4688 3 2015-03-15 736038 -0.807406645686696
-135 -35 4688 4 2015-04-15 736069 0.0205581042495693
-135 -35 4688 5 2015-05-15 736099 -1.01062982030255
-135 -35 4688 6 2015-06-15 736130 -0.411048349615633
-135 -35 4688 7 2015-07-15 736160 -0.376595534061139
-135 -35 4688 8 2015-08-15 736191 -0.289545658558998
-135 -35 4688 9 2015-09-15 736222 1.60320763772581
-135 -35 4688 10 2015-10-15 736252 0.544092546653132
-135 -35 4688 11 2015-11-15 736283 -0.0777654187101718
-135 -35 4688 12 2015-12-15 736313 -0.080057891797589
-135 -30 4199 1 2015-01-15 735979 -0.0134527039233045
-135 -30 4199 2 2015-02-15 736010 0.0846194438967854
-135 -30 4199 3 2015-03-15 736038 -0.283027644291939
-135 -30 4199 4 2015-04-15 736069 -0.0191940387199542
-135 -30 4199 5 2015-05-15 736099 0.73947910948674
-135 -30 4199 6 2015-06-15 736130 -0.0798489874662657
-135 -30 4199 7 2015-07-15 736160 0.20527635579691
-135 -30 4199 8 2015-08-15 736191 -0.862409079807447
-135 -30 4199 9 2015-09-15 736222 0.0534293684158111
-135 -30 4199 10 2015-10-15 736252 -0.165746893161076
-135 -30 4199 11 2015-11-15 736283 -0.240331132061909
-135 -30 4199 12 2015-12-15 736313 0.14143985168888
-135 -25 4104 1 2015-01-15 735979 0.724101361685248
-135 -25 4104 2 2015-02-15 736010 -0.192692991782898
-135 -25 4104 3 2015-03-15 736038 -0.479630783306163
-135 -25 4104 4 2015-04-15 736069 3.16608413120115
-135 -25 4104 5 2015-05-15 736099 2.16747635355329
-135 -25 4104 6 2015-06-15 736130 -0.207039585015878
-135 -25 4104 7 2015-07-15 736160 -0.397471275609556
-135 -25 4104 8 2015-08-15 736191 -0.262944513076465
-135 -25 4104 9 2015-09-15 736222 0.307965581577501
-135 -25 4104 10 2015-10-15 736252 0.0424940130487806
-135 -25 4104 11 2015-11-15 736283 -0.0566631670370127
-135 -25 4104 12 2015-12-15 736313 0.200965530264614
-135 -20 4017 1 2015-01-15 735979 0.220781598618022
-135 -20 4017 2 2015-02-15 736010 0.325073214223962
-135 -20 4017 3 2015-03-15 736038 -0.446308247449719
-135 -20 4017 4 2015-04-15 736069 -0.134711003338948
-135 -20 4017 5 2015-05-15 736099 -0.021602989290711
-135 -20 4017 6 2015-06-15 736130 -0.425549512521327
-135 -20 4017 7 2015-07-15 736160 1.09876840336686
-135 -20 4017 8 2015-08-15 736191 -0.311944489605483
-135 -20 4017 9 2015-09-15 736222 -1.01470685214218
-135 -20 4017 10 2015-10-15 736252 0.164473421379219
-135 -20 4017 11 2015-11-15 736283 0.507147739534782
-135 -20 4017 12 2015-12-15 736313 -0.141636135408255
-135 -15 4400 1 2015-01-15 735979 0.00507550606244055
-135 -15 4400 2 2015-02-15 736010 0.759754654610551
-135 -15 4400 3 2015-03-15 736038 -0.167158886533902
-135 -15 4400 4 2015-04-15 736069 -0.215660084870001
-135 -15 4400 5 2015-05-15 736099 -0.115418132248601
-135 -15 4400 6 2015-06-15 736130 -0.102961729811715
-135 -15 4400 7 2015-07-15 736160 -0.709514742511013
-135 -15 4400 8 2015-08-15 736191 -0.541298207060168
-135 -15 4400 9 2015-09-15 736222 0.109488033473415
-135 -15 4400 10 2015-10-15 736252 -0.012197353461191
-135 -15 4400 11 2015-11-15 736283 0.443844185972231
-135 -15 4400 12 2015-12-15 736313 -0.22888571558719
-135 -10 4291 1 2015-01-15 735979 -0.488087875299714
-135 -10 4291 2 2015-02-15 736010 -1.53786863767676
-135 -10 4291 3 2015-03-15 736038 -0.349408410117847
-135 -10 4291 4 2015-04-15 736069 -1.19272374356065
-135 -10 4291 5 2015-05-15 736099 -0.464648308355372
-135 -10 4291 6 2015-06-15 736130 0.47355259572687
-135 -10 4291 7 2015-07-15 736160 -0.376149527817705
-135 -10 4291 8 2015-08-15 736191 1.19361111279683
-135 -10 4291 9 2015-09-15 736222 -0.166137908256588
-135 -10 4291 10 2015-10-15 736252 -0.519186299654882
-135 -10 4291 11 2015-11-15 736283 -0.266085330338134
-135 -10 4291 12 2015-12-15 736313 -0.237051027475241
-135 -5 4600 1 2015-01-15 735979 0.874468108326283
-135 -5 4600 2 2015-02-15 736010 -0.0360325396646967
-135 -5 4600 3 2015-03-15 736038 -0.119790160995101
-135 -5 4600 4 2015-04-15 736069 2.61928534678534
-135 -5 4600 5 2015-05-15 736099 1.05405740282743
-135 -5 4600 6 2015-06-15 736130 -0.165789873830719
-135 -5 4600 7 2015-07-15 736160 2.02081299735791
-135 -5 4600 8 2015-08-15 736191 1.08621180527987
-135 -5 4600 9 2015-09-15 736222 0.538002035017926
-135 -5 4600 10 2015-10-15 736252 -1.86135110924377
-135 -5 4600 11 2015-11-15 736283 -0.383711812271992
-135 -5 4600 12 2015-12-15 736313 -1.28937613432914
-135 0 4227 1 2015-01-15 735979 0
-135 0 4227 2 2015-02-15 736010 0
-135 0 4227 3 2015-03-15 736038 0
-135 0 4227 4 2015-04-15 736069 0
-135 0 4227 5 2015-05-15 736099 0
-135 0 4227 6 2015-06-15 736130 0
-135 0 4227 7 2015-07-15 736160 0
-135 0 4227 8 2015-08-15 736191 0
-135 0 4227 9 2015-09-15 736222 0
-135 0 4227 10 2015-10-15 736252 0
-135 0 4227 11 2015-11-15 736283 0
-135 0 4227 12 2015-12-15 736313 0
-135 5 4508 1 2015-01-15 735979 -0.0199202805853145
-135 5 4508 2 2015-02-15 736010 1.43944528140707
-135 5 4508 3 2015-03-15 736038 -0.43181636163114
-135 5 4508 4 2015-04-15 736069 0.190638075553407
-135 5 4508 5 2015-05-15 736099 -0.572910558833569
-135 5 4508 6 2015-06-15 736130 -1.44349319739056
-135 5 4508 7 2015-07-15 736160 2.2422102111517
-135 5 4508 8 2015-08-15 736191 1.88431957587084
-135 5 4508 9 2015-09-15 736222 -0.274155704910813
-135 5 4508 10 2015-10-15 736252 0.0370065459939986
-135 5 4508 11 2015-11-15 736283 -1.15184212284586
-135 5 4508 12 2015-12-15 736313 -0.131718918332161
-135 10 4899 1 2015-01-15 735979 -1.74432158149334
-135 10 4899 2 2015-02-15 736010 -0.192122962098294
-135 10 4899 3 2015-03-15 736038 0.75705345001453
-135 10 4899 4 2015-04-15 736069 -0.314456144372503
-135 10 4899 5 2015-05-15 736099 -2.41024492026937
-135 10 4899 6 2015-06-15 736130 0.213284488078006
-135 10 4899 7 2015-07-15 736160 0.0609641646104401
-135 10 4899 8 2015-08-15 736191 0.0796489432354579
-135 10 4899 9 2015-09-15 736222 -0.0473664344033377
-135 10 4899 10 2015-10-15 736252 -0.621077264951996
-135 10 4899 11 2015-11-15 736283 1.10298233315187
-135 10 4899 12 2015-12-15 736313 -0.937515260302405
-135 15 4854 1 2015-01-15 735979 0.633247287699825
-135 15 4854 2 2015-02-15 736010 0.178803022799479
-135 15 4854 3 2015-03-15 736038 0.714638308890695
-135 15 4854 4 2015-04-15 736069 0.0263129050011689
-135 15 4854 5 2015-05-15 736099 0.219721410170734
-135 15 4854 6 2015-06-15 736130 1.05327590859407
-135 15 4854 7 2015-07-15 736160 0.307225478153421
-135 15 4854 8 2015-08-15 736191 0.190433116450696
-135 15 4854 9 2015-09-15 736222 -0.37332017853188
-135 15 4854 10 2015-10-15 736252 -0.0310274469475132
-135 15 4854 11 2015-11-15 736283 0.448102842670786
-135 15 4854 12 2015-12-15 736313 -0.621611809600074
-135 20 5206 1 2015-01-15 735979 0.00642511805967911
-135 20 5206 2 2015-02-15 736010 -0.564474468049214
-135 20 5206 3 2015-03-15 736038 0.0280928802770507
-135 20 5206 4 2015-04-15 736069 1.99432780711219
-135 20 5206 5 2015-05-15 736099 -0.252268785033627
-135 20 5206 6 2015-06-15 736130 -0.806743078203632
-135 20 5206 7 2015-07-15 736160 0.217192891358639
-135 20 5206 8 2015-08-15 736191 0.330770436438616
-135 20 5206 9 2015-09-15 736222 -0.585423269138231
-135 20 5206 10 2015-10-15 736252 0.00846208646588804
-135 20 5206 11 2015-11-15 736283 0.00834257901952182
-135 20 5206 12 2015-12-15 736313 -0.773815014680715
-135 25 4672 1 2015-01-15 735979 -0.348304320472194
-135 25 4672 2 2015-02-15 736010 -0.484441123162821
-135 25 4672 3 2015-03-15 736038 0.550761376239127
-135 25 4672 4 2015-04-15 736069 -0.351159623228176
-135 25 4672 5 2015-05-15 736099 -0.255251704124043
-135 25 4672 6 2015-06-15 736130 0.0771396477363105
-135 25 4672 7 2015-07-15 736160 -0.198911265047807
-135 25 4672 8 2015-08-15 736191 0.286118098485392
-135 25 4672 9 2015-09-15 736222 0.111004914346622
-135 25 4672 10 2015-10-15 736252 -0.0652874932351824
-135 25 4672 11 2015-11-15 736283 -0.503987721878176
-135 25 4672 12 2015-12-15 736313 -1.11970902018656
-135 30 4671 1 2015-01-15 735979 -0.351458628204605
-135 30 4671 2 2015-02-15 736010 -0.103419946034194
-135 30 4671 3 2015-03-15 736038 1.08248105196572
-135 30 4671 4 2015-04-15 736069 -0.557989435870632
-135 30 4671 5 2015-05-15 736099 -0.331710818060604
-135 30 4671 6 2015-06-15 736130 0.296451874260619
-135 30 4671 7 2015-07-15 736160 -0.321273432404419
-135 30 4671 8 2015-08-15 736191 0.344588543625802
-135 30 4671 9 2015-09-15 736222 -0.346278565741879
-135 30 4671 10 2015-10-15 736252 -0.196808308606466
-135 30 4671 11 2015-11-15 736283 -0.213127653941728
-135 30 4671 12 2015-12-15 736313 -0.509492602727982
-135 35 5191 1 2015-01-15 735979 -0.201482236245174
-135 35 5191 2 2015-02-15 736010 -0.324423421758333
-135 35 5191 3 2015-03-15 736038 -0.0325155734450364
-135 35 5191 4 2015-04-15 736069 -0.0153166373072112
-135 35 5191 5 2015-05-15 736099 -0.194455835612656
-135 35 5191 6 2015-06-15 736130 -0.106865782982703
-135 35 5191 7 2015-07-15 736160 -0.213706421333129
-135 35 5191 8 2015-08-15 736191 -0.0534328914913516
-135 35 5191 9 2015-09-15 736222 0.0568238057869092
-135 35 5191 10 2015-10-15 736252 -0.0111667329977763
-135 35 5191 11 2015-11-15 736283 -0.493847195924514
-135 35 5191 12 2015-12-15 736313 -0.579570110295792
-135 40 2843 1 2015-01-15 735979 -1.46356503537982
-135 40 2843 2 2015-02-15 736010 -0.467182576953913
-135 40 2843 3 2015-03-15 736038 0.217365869107646
-135 40 2843 4 2015-04-15 736069 -0.264623282775014
-135 40 2843 5 2015-05-15 736099 -0.0969664973815613
-135 40 2843 6 2015-06-15 736130 -0.131674601193109
-135 40 2843 7 2015-07-15 736160 -0.30031146298004
-135 40 2843 8 2015-08-15 736191 0.00617620461629889
-135 40 2843 9 2015-09-15 736222 -0.291095695007339
-135 40 2843 10 2015-10-15 736252 0.256681677114755
-135 40 2843 11 2015-11-15 736283 -0.561942513261858
-135 40 2843 12 2015-12-15 736313 -0.37923643944598
-135 45 4064 1 2015-01-15 735979 -0.057985592069414
-135 45 4064 2 2015-02-15 736010 -1.51820437858392
-135 45 4064 3 2015-03-15 736038 0.152648956395655
-135 45 4064 4 2015-04-15 736069 -0.284854165317223
-135 45 4064 5 2015-05-15 736099 -0.00294118703578159
-135 45 4064 6 2015-06-15 736130 0.0288734943146482
-135 45 4064 7 2015-07-15 736160 -0.195202206192354
-135 45 4064 8 2015-08-15 736191 0.783657169855017
-135 45 4064 9 2015-09-15 736222 0.813400197679504
-135 45 4064 10 2015-10-15 736252 0.118720529170398
-135 45 4064 11 2015-11-15 736283 -0.278074571442619
-135 45 4064 12 2015-12-15 736313 -0.538224857883391
-135 50 3591 1 2015-01-15 735979 -0.337479452207658
-135 50 3591 2 2015-02-15 736010 -0.465501996072792
-135 50 3591 3 2015-03-15 736038 -0.366367054776425
-135 50 3591 4 2015-04-15 736069 -0.0722739217666613
-135 50 3591 5 2015-05-15 736099 -0.126662528468769
-135 50 3591 6 2015-06-15 736130 -0.01628940668264
-135 50 3591 7 2015-07-15 736160 -0.167246875532714
-135 50 3591 8 2015-08-15 736191 -0.116083624775555
-135 50 3591 9 2015-09-15 736222 -0.491615256256468
-135 50 3591 10 2015-10-15 736252 -0.973269830538821
-135 50 3591 11 2015-11-15 736283 0.260740955235435
-135 50 3591 12 2015-12-15 736313 -0.087667977754948
-135 55 1934 1 2015-01-15 735979 0.980926931810854
-135 55 1934 2 2015-02-15 736010 0.610956613731899
-135 55 1934 3 2015-03-15 736038 -0.534783693965133
-135 55 1934 4 2015-04-15 736069 -0.107963752813224
-135 55 1934 5 2015-05-15 736099 -0.150545602245613
-135 55 1934 6 2015-06-15 736130 0.169500880473218
-135 55 1934 7 2015-07-15 736160 0.290996377184798
-135 55 1934 8 2015-08-15 736191 -0.298194174764814
-135 55 1934 9 2015-09-15 736222 0.52937655727303
-135 55 1934 10 2015-10-15 736252 0.765838168556741
-135 55 1934 11 2015-11-15 736283 -0.415670505325012
-135 55 1934 12 2015-12-15 736313 0.915011923559316
-135 75 3396 1 2015-01-15 735979 0
-135 75 3396 2 2015-02-15 736010 0
-135 75 3396 3 2015-03-15 736038 0
-135 75 3396 4 2015-04-15 736069 0
-135 75 3396 5 2015-05-15 736099 0
-135 75 3396 6 2015-06-15 736130 0
-135 75 3396 7 2015-07-15 736160 0
-135 75 3396 8 2015-08-15 736191 0
-135 75 3396 9 2015-09-15 736222 0.107988767714419
-135 75 3396 10 2015-10-15 736252 0
-135 75 3396 11 2015-11-15 736283 0
-135 75 3396 12 2015-12-15 736313 0
-135 80 3636 1 2015-01-15 735979 0
-135 80 3636 2 2015-02-15 736010 0
-135 80 3636 3 2015-03-15 736038 0
-135 80 3636 4 2015-04-15 736069 0
-135 80 3636 5 2015-05-15 736099 0
-135 80 3636 6 2015-06-15 736130 0
-135 80 3636 7 2015-07-15 736160 0
-135 80 3636 8 2015-08-15 736191 0
-135 80 3636 9 2015-09-15 736222 0
-135 80 3636 10 2015-10-15 736252 0
-135 80 3636 11 2015-11-15 736283 0
-135 80 3636 12 2015-12-15 736313 0
-135 85 1923 1 2015-01-15 735979 0
-135 85 1923 2 2015-02-15 736010 0
-135 85 1923 3 2015-03-15 736038 0
-135 85 1923 4 2015-04-15 736069 0
-135 85 1923 5 2015-05-15 736099 0
-135 85 1923 6 2015-06-15 736130 0
-135 85 1923 7 2015-07-15 736160 0
-135 85 1923 8 2015-08-15 736191 0
-135 85 1923 9 2015-09-15 736222 0
-135 85 1923 10 2015-10-15 736252 0
-135 85 1923 11 2015-11-15 736283 0
-135 85 1923 12 2015-12-15 736313 0
-135 90 4229 1 2015-01-15 735979 0
-135 90 4229 2 2015-02-15 736010 0
-135 90 4229 3 2015-03-15 736038 0
-135 90 4229 4 2015-04-15 736069 0
-135 90 4229 5 2015-05-15 736099 0
-135 90 4229 6 2015-06-15 736130 0
-135 90 4229 7 2015-07-15 736160 0
-135 90 4229 8 2015-08-15 736191 0
-135 90 4229 9 2015-09-15 736222 0
-135 90 4229 10 2015-10-15 736252 0
-135 90 4229 11 2015-11-15 736283 0
-135 90 4229 12 2015-12-15 736313 0
-130 -70 4034 1 2015-01-15 735979 -0.0675176805625725
-130 -70 4034 2 2015-02-15 736010 0.0899537709472209
-130 -70 4034 3 2015-03-15 736038 0.442765394694935
-130 -70 4034 4 2015-04-15 736069 1.36087715260896
-130 -70 4034 5 2015-05-15 736099 0
-130 -70 4034 6 2015-06-15 736130 0
-130 -70 4034 7 2015-07-15 736160 0
-130 -70 4034 8 2015-08-15 736191 0
-130 -70 4034 9 2015-09-15 736222 0
-130 -70 4034 10 2015-10-15 736252 0
-130 -70 4034 11 2015-11-15 736283 0
-130 -70 4034 12 2015-12-15 736313 0
-130 -65 4627 1 2015-01-15 735979 0
-130 -65 4627 2 2015-02-15 736010 -0.101310405093673
-130 -65 4627 3 2015-03-15 736038 0.0669213618889877
-130 -65 4627 4 2015-04-15 736069 0.0271699347756417
-130 -65 4627 5 2015-05-15 736099 -0.00287914725612555
-130 -65 4627 6 2015-06-15 736130 0.27242252373701
-130 -65 4627 7 2015-07-15 736160 0
-130 -65 4627 8 2015-08-15 736191 0
-130 -65 4627 9 2015-09-15 736222 0
-130 -65 4627 10 2015-10-15 736252 0
-130 -65 4627 11 2015-11-15 736283 -0.184488775640042
-130 -65 4627 12 2015-12-15 736313 0.362043608618895
-130 -60 4227 1 2015-01-15 735979 -0.394253291171073
-130 -60 4227 2 2015-02-15 736010 0.113438372774626
-130 -60 4227 3 2015-03-15 736038 -0.274368686198947
-130 -60 4227 4 2015-04-15 736069 -0.191071549666443
-130 -60 4227 5 2015-05-15 736099 -0.21395637460356
-130 -60 4227 6 2015-06-15 736130 -0.0166370204503657
-130 -60 4227 7 2015-07-15 736160 -1.79818913327138
-130 -60 4227 8 2015-08-15 736191 -0.589325717836708
-130 -60 4227 9 2015-09-15 736222 -0.0137914811726301
-130 -60 4227 10 2015-10-15 736252 0.6224976809928
-130 -60 4227 11 2015-11-15 736283 -0.159697617971265
-130 -60 4227 12 2015-12-15 736313 1.01180159251205
-130 -55 3939 1 2015-01-15 735979 -0.113243243554831
-130 -55 3939 2 2015-02-15 736010 -0.409062209461914
-130 -55 3939 3 2015-03-15 736038 -0.293951263795709
-130 -55 3939 4 2015-04-15 736069 -0.0889670252181206
-130 -55 3939 5 2015-05-15 736099 0.173041220731134
-130 -55 3939 6 2015-06-15 736130 0.309302247705995
-130 -55 3939 7 2015-07-15 736160 -1.0382751401384
-130 -55 3939 8 2015-08-15 736191 -0.805083403351108
-130 -55 3939 9 2015-09-15 736222 0.267399492121
-130 -55 3939 10 2015-10-15 736252 -1.11782498871465
-130 -55 3939 11 2015-11-15 736283 -0.461635221803765
-130 -55 3939 12 2015-12-15 736313 -0.572586032220232
-130 -50 4408 1 2015-01-15 735979 0.148065250740562
-130 -50 4408 2 2015-02-15 736010 -0.642412760088007
-130 -50 4408 3 2015-03-15 736038 -0.209969282817866
-130 -50 4408 4 2015-04-15 736069 -0.238778195559527
-130 -50 4408 5 2015-05-15 736099 -0.119964279127066
-130 -50 4408 6 2015-06-15 736130 -0.200991088970047
-130 -50 4408 7 2015-07-15 736160 -0.138452176162398
-130 -50 4408 8 2015-08-15 736191 0.149702787672203
-130 -50 4408 9 2015-09-15 736222 -0.382505455742028
-130 -50 4408 10 2015-10-15 736252 -0.78969587267872
-130 -50 4408 11 2015-11-15 736283 0.104176709622349
-130 -50 4408 12 2015-12-15 736313 0.394833271299107
-130 -45 4825 1 2015-01-15 735979 0.0864424505625576
-130 -45 4825 2 2015-02-15 736010 -0.309630806301478
-130 -45 4825 3 2015-03-15 736038 0.0228817273202252
-130 -45 4825 4 2015-04-15 736069 -0.55965421938657
-130 -45 4825 5 2015-05-15 736099 -0.273866768255781
-130 -45 4825 6 2015-06-15 736130 -0.0042025671968555
-130 -45 4825 7 2015-07-15 736160 -0.396514253958239
-130 -45 4825 8 2015-08-15 736191 -0.168527143294426
-130 -45 4825 9 2015-09-15 736222 -0.305071666695009
-130 -45 4825 10 2015-10-15 736252 0.996292942767302
-130 -45 4825 11 2015-11-15 736283 -0.219961255210083
-130 -45 4825 12 2015-12-15 736313 -0.3271306391021
-130 -40 4843 1 2015-01-15 735979 0.069069786688395
-130 -40 4843 2 2015-02-15 736010 -0.337126823898375
-130 -40 4843 3 2015-03-15 736038 -0.189409435565596
-130 -40 4843 4 2015-04-15 736069 -0.206716090639982
-130 -40 4843 5 2015-05-15 736099 -0.0443244173438688
-130 -40 4843 6 2015-06-15 736130 -0.133040823699118
-130 -40 4843 7 2015-07-15 736160 0.0801532089486642
-130 -40 4843 8 2015-08-15 736191 -0.564693044741766
-130 -40 4843 9 2015-09-15 736222 -0.666452952525197
-130 -40 4843 10 2015-10-15 736252 1.76482557123428
-130 -40 4843 11 2015-11-15 736283 -0.168376406144382
-130 -40 4843 12 2015-12-15 736313 0.0270084430762416
-130 -35 3784 1 2015-01-15 735979 -0.0737566240464378
-130 -35 3784 2 2015-02-15 736010 -0.0200252104386678
-130 -35 3784 3 2015-03-15 736038 -0.0500036603884007
