"lon" "lat" "bottom_depth" "month" "time" "date" "vertical_advection_v"
10 -50 3588 8 2015-08-15 736191 -0.247756459002242
10 -50 3588 9 2015-09-15 736222 1.89896763489876
10 -50 3588 10 2015-10-15 736252 -0.164989038742656
10 -50 3588 11 2015-11-15 736283 0.278100034346081
10 -50 3588 12 2015-12-15 736313 0.0617789666849751
10 -45 4519 1 2015-01-15 735979 0.412198095591361
10 -45 4519 2 2015-02-15 736010 -0.38750686524641
10 -45 4519 3 2015-03-15 736038 0.0990249639388693
10 -45 4519 4 2015-04-15 736069 -0.824360939062167
10 -45 4519 5 2015-05-15 736099 -0.529691006151403
10 -45 4519 6 2015-06-15 736130 -0.138803900924832
10 -45 4519 7 2015-07-15 736160 0.00447115859292457
10 -45 4519 8 2015-08-15 736191 -0.38485774941821
10 -45 4519 9 2015-09-15 736222 -0.337863071427074
10 -45 4519 10 2015-10-15 736252 -0.0611235345027519
10 -45 4519 11 2015-11-15 736283 -0.535465651461742
10 -45 4519 12 2015-12-15 736313 -0.0031813735407487
10 -40 4981 1 2015-01-15 735979 0.24892381190606
10 -40 4981 2 2015-02-15 736010 -0.13353646493497
10 -40 4981 3 2015-03-15 736038 0.112491521387319
10 -40 4981 4 2015-04-15 736069 -0.429604986506654
10 -40 4981 5 2015-05-15 736099 -0.135871942024258
10 -40 4981 6 2015-06-15 736130 0.093588702873598
10 -40 4981 7 2015-07-15 736160 -0.0523849878890224
10 -40 4981 8 2015-08-15 736191 -0.316194245247011
10 -40 4981 9 2015-09-15 736222 0.573371763853227
10 -40 4981 10 2015-10-15 736252 -0.209670814037633
10 -40 4981 11 2015-11-15 736283 -0.181180309098709
10 -40 4981 12 2015-12-15 736313 -1.15970292066064
10 -35 5019 1 2015-01-15 735979 -0.841963046461977
10 -35 5019 2 2015-02-15 736010 -0.159957078463815
10 -35 5019 3 2015-03-15 736038 -1.22066656202347
10 -35 5019 4 2015-04-15 736069 -0.562754893771054
10 -35 5019 5 2015-05-15 736099 -0.304453396774264
10 -35 5019 6 2015-06-15 736130 -0.724783723305678
10 -35 5019 7 2015-07-15 736160 -0.250002679508293
10 -35 5019 8 2015-08-15 736191 -0.403247779775239
10 -35 5019 9 2015-09-15 736222 -0.40922845084708
10 -35 5019 10 2015-10-15 736252 -0.711972309861096
10 -35 5019 11 2015-11-15 736283 -0.30761347962753
10 -35 5019 12 2015-12-15 736313 -0.779213551593148
10 -30 4828 1 2015-01-15 735979 -0.624813260234682
10 -30 4828 2 2015-02-15 736010 -0.317668657574806
10 -30 4828 3 2015-03-15 736038 -0.311429333004074
10 -30 4828 4 2015-04-15 736069 -0.472143268354364
10 -30 4828 5 2015-05-15 736099 -0.121986088901939
10 -30 4828 6 2015-06-15 736130 -0.153700446272242
10 -30 4828 7 2015-07-15 736160 -0.372247896109875
10 -30 4828 8 2015-08-15 736191 2.42328205240114
10 -30 4828 9 2015-09-15 736222 -0.372453676898736
10 -30 4828 10 2015-10-15 736252 -0.111393771661997
10 -30 4828 11 2015-11-15 736283 -0.312678024752669
10 -30 4828 12 2015-12-15 736313 -0.413786081759567
10 -25 4389 1 2015-01-15 735979 -0.0268442063187785
10 -25 4389 2 2015-02-15 736010 0.133604650156219
10 -25 4389 3 2015-03-15 736038 -0.538865415528521
10 -25 4389 4 2015-04-15 736069 -0.619921081082023
10 -25 4389 5 2015-05-15 736099 -0.401146536887733
10 -25 4389 6 2015-06-15 736130 -0.186707869980818
10 -25 4389 7 2015-07-15 736160 -0.242932066134129
10 -25 4389 8 2015-08-15 736191 -0.0172237276760655
10 -25 4389 9 2015-09-15 736222 -0.0561533326504642
10 -25 4389 10 2015-10-15 736252 0.106507674124249
10 -25 4389 11 2015-11-15 736283 -0.724629105515184
10 -25 4389 12 2015-12-15 736313 -0.203386280860335
10 -20 2043 1 2015-01-15 735979 0.102506767215947
10 -20 2043 2 2015-02-15 736010 0.143046823637415
10 -20 2043 3 2015-03-15 736038 0.969245446994577
10 -20 2043 4 2015-04-15 736069 -0.988470923763721
10 -20 2043 5 2015-05-15 736099 -0.00783335623647053
10 -20 2043 6 2015-06-15 736130 0.244538507178341
10 -20 2043 7 2015-07-15 736160 1.22918362819832
10 -20 2043 8 2015-08-15 736191 -0.0800379986680474
10 -20 2043 9 2015-09-15 736222 0.690034445740623
10 -20 2043 10 2015-10-15 736252 -0.0807593428987142
10 -20 2043 11 2015-11-15 736283 0.871435606315534
10 -20 2043 12 2015-12-15 736313 -0.390919345996451
10 -15 3811 1 2015-01-15 735979 0.66992279216031
10 -15 3811 2 2015-02-15 736010 0.0998283043854829
10 -15 3811 3 2015-03-15 736038 1.04077539135923
10 -15 3811 4 2015-04-15 736069 0.737321114367774
10 -15 3811 5 2015-05-15 736099 0.500456923352549
10 -15 3811 6 2015-06-15 736130 0.299513152031654
10 -15 3811 7 2015-07-15 736160 0.614819106872093
10 -15 3811 8 2015-08-15 736191 0.0229530527559114
10 -15 3811 9 2015-09-15 736222 0.557801428047546
10 -15 3811 10 2015-10-15 736252 1.12664705354801
10 -15 3811 11 2015-11-15 736283 0.613992314290369
10 -15 3811 12 2015-12-15 736313 0.296735656839525
10 -10 4199 1 2015-01-15 735979 0.145425632137421
10 -10 4199 2 2015-02-15 736010 -0.752407815209574
10 -10 4199 3 2015-03-15 736038 -0.738860669948998
10 -10 4199 4 2015-04-15 736069 0.12492269434011
10 -10 4199 5 2015-05-15 736099 0.63626082914862
10 -10 4199 6 2015-06-15 736130 0.0649992244344776
10 -10 4199 7 2015-07-15 736160 0.494170907448294
10 -10 4199 8 2015-08-15 736191 0.0135125253483233
10 -10 4199 9 2015-09-15 736222 0.43658103922377
10 -10 4199 10 2015-10-15 736252 0.781023172326363
10 -10 4199 11 2015-11-15 736283 0.431993650859089
10 -10 4199 12 2015-12-15 736313 -0.439612571121155
10 -5 2954 1 2015-01-15 735979 -0.0834220885707391
10 -5 2954 2 2015-02-15 736010 0.024676336261332
10 -5 2954 3 2015-03-15 736038 1.00274129976278
10 -5 2954 4 2015-04-15 736069 -1.46891703964836
10 -5 2954 5 2015-05-15 736099 -0.681223617764884
10 -5 2954 6 2015-06-15 736130 1.83245386016747
10 -5 2954 7 2015-07-15 736160 0.406999021073284
10 -5 2954 8 2015-08-15 736191 -0.0116436807937573
10 -5 2954 9 2015-09-15 736222 0.442840376019477
10 -5 2954 10 2015-10-15 736252 -0.215861449289238
10 -5 2954 11 2015-11-15 736283 0.107858833905024
10 -5 2954 12 2015-12-15 736313 -0.719411313271657
10 40 1474 1 2015-01-15 735979 0
10 40 1474 2 2015-02-15 736010 0
10 40 1474 3 2015-03-15 736038 0
10 40 1474 4 2015-04-15 736069 0
10 40 1474 5 2015-05-15 736099 0
10 40 1474 6 2015-06-15 736130 0
10 40 1474 7 2015-07-15 736160 0
10 40 1474 8 2015-08-15 736191 0
10 40 1474 9 2015-09-15 736222 0
10 40 1474 10 2015-10-15 736252 0
10 40 1474 11 2015-11-15 736283 0
10 40 1474 12 2015-12-15 736313 0
10 65 269 1 2015-01-15 735979 0.114416034218058
10 65 269 2 2015-02-15 736010 -1.29063365363598
10 65 269 3 2015-03-15 736038 -0.278866028676899
10 65 269 4 2015-04-15 736069 0.235836705931523
10 65 269 5 2015-05-15 736099 -0.474695158115336
10 65 269 6 2015-06-15 736130 -0.0736570406672973
10 65 269 7 2015-07-15 736160 0.0307217982305453
10 65 269 8 2015-08-15 736191 0.21845072587907
10 65 269 9 2015-09-15 736222 0.0169094049904924
10 65 269 10 2015-10-15 736252 -0.477873770648635
10 65 269 11 2015-11-15 736283 -0.00486551836260775
10 65 269 12 2015-12-15 736313 0.00701568579588582
10 70 2873 1 2015-01-15 735979 0.562936829640303
10 70 2873 2 2015-02-15 736010 -0.25153306638248
10 70 2873 3 2015-03-15 736038 -0.105324967167854
10 70 2873 4 2015-04-15 736069 0.468554864342388
10 70 2873 5 2015-05-15 736099 -0.638633012837098
10 70 2873 6 2015-06-15 736130 0.118924362680383
10 70 2873 7 2015-07-15 736160 -0.152023817324852
10 70 2873 8 2015-08-15 736191 0.0930581513045417
10 70 2873 9 2015-09-15 736222 0.0914386129695348
10 70 2873 10 2015-10-15 736252 -0.681234650966176
10 70 2873 11 2015-11-15 736283 -0.13814114398775
10 70 2873 12 2015-12-15 736313 -0.752673691032884
10 75 2522 1 2015-01-15 735979 -1.37242863586012
10 75 2522 2 2015-02-15 736010 0.633969135886767
10 75 2522 3 2015-03-15 736038 -1.20128098758535
10 75 2522 4 2015-04-15 736069 -0.305977750546931
10 75 2522 5 2015-05-15 736099 -0.0391057194926032
10 75 2522 6 2015-06-15 736130 0.171351524112847
10 75 2522 7 2015-07-15 736160 -0.330463092436843
10 75 2522 8 2015-08-15 736191 -0.043783239211353
10 75 2522 9 2015-09-15 736222 0.0283188172806426
10 75 2522 10 2015-10-15 736252 0.0744727599848117
10 75 2522 11 2015-11-15 736283 4.93722343447048
10 75 2522 12 2015-12-15 736313 0.727725181698567
10 80 473 1 2015-01-15 735979 0
10 80 473 2 2015-02-15 736010 0
10 80 473 3 2015-03-15 736038 0
10 80 473 4 2015-04-15 736069 0
10 80 473 5 2015-05-15 736099 0
10 80 473 6 2015-06-15 736130 0
10 80 473 7 2015-07-15 736160 0
10 80 473 8 2015-08-15 736191 0
10 80 473 9 2015-09-15 736222 0
10 80 473 10 2015-10-15 736252 0
10 80 473 11 2015-11-15 736283 0
10 80 473 12 2015-12-15 736313 0
10 85 3874 1 2015-01-15 735979 0
10 85 3874 2 2015-02-15 736010 0
10 85 3874 3 2015-03-15 736038 0
10 85 3874 4 2015-04-15 736069 0
10 85 3874 5 2015-05-15 736099 0
10 85 3874 6 2015-06-15 736130 0
10 85 3874 7 2015-07-15 736160 0
10 85 3874 8 2015-08-15 736191 0
10 85 3874 9 2015-09-15 736222 0
10 85 3874 10 2015-10-15 736252 0
10 85 3874 11 2015-11-15 736283 0
10 85 3874 12 2015-12-15 736313 0
10 90 4226 1 2015-01-15 735979 0
10 90 4226 2 2015-02-15 736010 0
10 90 4226 3 2015-03-15 736038 0
10 90 4226 4 2015-04-15 736069 0
10 90 4226 5 2015-05-15 736099 0
10 90 4226 6 2015-06-15 736130 0
10 90 4226 7 2015-07-15 736160 0
10 90 4226 8 2015-08-15 736191 0
10 90 4226 9 2015-09-15 736222 0
10 90 4226 10 2015-10-15 736252 0
10 90 4226 11 2015-11-15 736283 0
10 90 4226 12 2015-12-15 736313 0
15 -70 230 1 2015-01-15 735979 0
15 -70 230 2 2015-02-15 736010 0
15 -70 230 3 2015-03-15 736038 0
15 -70 230 4 2015-04-15 736069 0
15 -70 230 5 2015-05-15 736099 0
15 -70 230 6 2015-06-15 736130 0
15 -70 230 7 2015-07-15 736160 0
15 -70 230 8 2015-08-15 736191 0
15 -70 230 9 2015-09-15 736222 0
15 -70 230 10 2015-10-15 736252 0
15 -70 230 11 2015-11-15 736283 0
15 -70 230 12 2015-12-15 736313 0
15 -65 3917 1 2015-01-15 735979 -0.373520951530974
15 -65 3917 2 2015-02-15 736010 0.858594716511058
15 -65 3917 3 2015-03-15 736038 -0.485135978750673
15 -65 3917 4 2015-04-15 736069 0.292578157324216
15 -65 3917 5 2015-05-15 736099 0
15 -65 3917 6 2015-06-15 736130 0
15 -65 3917 7 2015-07-15 736160 0
15 -65 3917 8 2015-08-15 736191 0
15 -65 3917 9 2015-09-15 736222 0
15 -65 3917 10 2015-10-15 736252 0
15 -65 3917 11 2015-11-15 736283 0
15 -65 3917 12 2015-12-15 736313 0.0851420102752548
15 -60 5095 1 2015-01-15 735979 0.411316404632648
15 -60 5095 2 2015-02-15 736010 -0.245834037415605
15 -60 5095 3 2015-03-15 736038 -0.438425177280483
15 -60 5095 4 2015-04-15 736069 0.347592729816914
15 -60 5095 5 2015-05-15 736099 -0.337934709017742
15 -60 5095 6 2015-06-15 736130 -0.199993934687683
15 -60 5095 7 2015-07-15 736160 0
15 -60 5095 8 2015-08-15 736191 0
15 -60 5095 9 2015-09-15 736222 0
15 -60 5095 10 2015-10-15 736252 0
15 -60 5095 11 2015-11-15 736283 0
15 -60 5095 12 2015-12-15 736313 0.249153565102073
15 -55 4627 1 2015-01-15 735979 1.03467428016526
15 -55 4627 2 2015-02-15 736010 0.0324632408016681
15 -55 4627 3 2015-03-15 736038 0.00980319783875972
15 -55 4627 4 2015-04-15 736069 -0.346921269430904
15 -55 4627 5 2015-05-15 736099 0.0312662879073439
15 -55 4627 6 2015-06-15 736130 0.568805340690118
15 -55 4627 7 2015-07-15 736160 -0.419765782602055
15 -55 4627 8 2015-08-15 736191 0
15 -55 4627 9 2015-09-15 736222 -0.484943788234998
15 -55 4627 10 2015-10-15 736252 0
15 -55 4627 11 2015-11-15 736283 -0.0563251755350361
15 -55 4627 12 2015-12-15 736313 -0.316622441767542
15 -50 4329 1 2015-01-15 735979 -0.126132043130715
15 -50 4329 2 2015-02-15 736010 -0.276388140174837
15 -50 4329 3 2015-03-15 736038 -0.0871643360309976
15 -50 4329 4 2015-04-15 736069 -0.404917947511992
15 -50 4329 5 2015-05-15 736099 1.48007651048615
15 -50 4329 6 2015-06-15 736130 -0.112350908904688
15 -50 4329 7 2015-07-15 736160 -0.493100709769701
15 -50 4329 8 2015-08-15 736191 -0.306325917837842
15 -50 4329 9 2015-09-15 736222 -0.512577173076935
15 -50 4329 10 2015-10-15 736252 -0.165815248020004
15 -50 4329 11 2015-11-15 736283 -0.0799494079492045
15 -50 4329 12 2015-12-15 736313 -0.571913872531129
15 -45 4991 1 2015-01-15 735979 0.0039315057649464
15 -45 4991 2 2015-02-15 736010 -0.155766871221562
15 -45 4991 3 2015-03-15 736038 0.494617038874695
15 -45 4991 4 2015-04-15 736069 -0.352628579812676
15 -45 4991 5 2015-05-15 736099 1.01741814703638
15 -45 4991 6 2015-06-15 736130 -0.00669388744368883
15 -45 4991 7 2015-07-15 736160 -0.189579123654759
15 -45 4991 8 2015-08-15 736191 -0.929814298018947
15 -45 4991 9 2015-09-15 736222 0.0601783005127796
15 -45 4991 10 2015-10-15 736252 0.0474407663524612
15 -45 4991 11 2015-11-15 736283 -0.505219751647986
15 -45 4991 12 2015-12-15 736313 1.69740040776118
15 -40 4426 1 2015-01-15 735979 -5.05270156634967
15 -40 4426 2 2015-02-15 736010 -0.260473353609376
15 -40 4426 3 2015-03-15 736038 0.850950184497018
15 -40 4426 4 2015-04-15 736069 -0.199497180013278
15 -40 4426 5 2015-05-15 736099 -0.626670424401339
15 -40 4426 6 2015-06-15 736130 -0.170298812652306
15 -40 4426 7 2015-07-15 736160 0.500666467248672
15 -40 4426 8 2015-08-15 736191 2.11132283286282
15 -40 4426 9 2015-09-15 736222 -0.381935134681174
15 -40 4426 10 2015-10-15 736252 -0.807797180868877
15 -40 4426 11 2015-11-15 736283 -0.314857270372414
15 -40 4426 12 2015-12-15 736313 0.623398065887012
15 -35 4562 1 2015-01-15 735979 -1.25911277781197
15 -35 4562 2 2015-02-15 736010 0.00257896311026152
15 -35 4562 3 2015-03-15 736038 -0.436105113503078
15 -35 4562 4 2015-04-15 736069 -0.822671001389357
15 -35 4562 5 2015-05-15 736099 -0.701510266047419
15 -35 4562 6 2015-06-15 736130 0.0401730011550014
15 -35 4562 7 2015-07-15 736160 -0.846363660592301
15 -35 4562 8 2015-08-15 736191 -0.146404009523757
15 -35 4562 9 2015-09-15 736222 0.100457491681385
15 -35 4562 10 2015-10-15 736252 0.210781833204357
15 -35 4562 11 2015-11-15 736283 -0.897931739973625
15 -35 4562 12 2015-12-15 736313 -0.76583827898695
15 -30 370 1 2015-01-15 735979 -0.108345723700024
15 -30 370 2 2015-02-15 736010 -0.00654595410024371
15 -30 370 3 2015-03-15 736038 -0.0356236977508214
15 -30 370 4 2015-04-15 736069 1.26920796479851
15 -30 370 5 2015-05-15 736099 -0.0563464222880454
15 -30 370 6 2015-06-15 736130 -0.221238281928121
15 -30 370 7 2015-07-15 736160 -0.236964339449914
15 -30 370 8 2015-08-15 736191 -0.281606939200012
15 -30 370 9 2015-09-15 736222 0.322995962363148
15 -30 370 10 2015-10-15 736252 -0.0493326287291702
15 -30 370 11 2015-11-15 736283 0.0835906586087054
15 -30 370 12 2015-12-15 736313 -0.1254959829147
15 35 443 1 2015-01-15 735979 -0.341819226375232
15 35 443 2 2015-02-15 736010 -0.135584032198875
15 35 443 3 2015-03-15 736038 -0.448993219637507
15 35 443 4 2015-04-15 736069 0.182196788286581
15 35 443 5 2015-05-15 736099 -0.0461811239453385
15 35 443 6 2015-06-15 736130 -0.0759185849271581
15 35 443 7 2015-07-15 736160 0.0341666948932179
15 35 443 8 2015-08-15 736191 0.144928167439032
15 35 443 9 2015-09-15 736222 -0.202545806220542
15 35 443 10 2015-10-15 736252 0.59424871142313
15 35 443 11 2015-11-15 736283 0.705133718855559
15 35 443 12 2015-12-15 736313 -0.0236318677264191
15 40 549 1 2015-01-15 735979 -0.0542194888610016
15 40 549 2 2015-02-15 736010 -0.385363505309839
15 40 549 3 2015-03-15 736038 -0.763280096537858
15 40 549 4 2015-04-15 736069 0
15 40 549 5 2015-05-15 736099 0.592042950771772
15 40 549 6 2015-06-15 736130 -0.0219621699623483
15 40 549 7 2015-07-15 736160 -0.273153522121203
15 40 549 8 2015-08-15 736191 0.761122243726417
15 40 549 9 2015-09-15 736222 0.00720644120636917
15 40 549 10 2015-10-15 736252 0.250207293171235
15 40 549 11 2015-11-15 736283 0.532530422355058
15 40 549 12 2015-12-15 736313 0.00431407812895878
15 70 2404 1 2015-01-15 735979 -0.133908956159171
15 70 2404 2 2015-02-15 736010 -3.33585730535203
15 70 2404 3 2015-03-15 736038 -0.259640341290001
15 70 2404 4 2015-04-15 736069 -0.515936367103751
15 70 2404 5 2015-05-15 736099 -0.934755181581596
15 70 2404 6 2015-06-15 736130 0.0662596728120544
15 70 2404 7 2015-07-15 736160 -0.113810685548577
15 70 2404 8 2015-08-15 736191 0.274710269869546
15 70 2404 9 2015-09-15 736222 -0.062977715055737
15 70 2404 10 2015-10-15 736252 -0.81481312249372
15 70 2404 11 2015-11-15 736283 -0.307602570281455
15 70 2404 12 2015-12-15 736313 -0.914416999968902
15 75 1102 1 2015-01-15 735979 -0.689706922935867
15 75 1102 2 2015-02-15 736010 0.156467469867226
15 75 1102 3 2015-03-15 736038 -1.6535826675118
15 75 1102 4 2015-04-15 736069 2.15254492702864
15 75 1102 5 2015-05-15 736099 -0.33472121993792
15 75 1102 6 2015-06-15 736130 -0.087020147337772
15 75 1102 7 2015-07-15 736160 0.0249142978631023
15 75 1102 8 2015-08-15 736191 -0.132579783337596
15 75 1102 9 2015-09-15 736222 0.128236240249489
15 75 1102 10 2015-10-15 736252 0.421927939702515
15 75 1102 11 2015-11-15 736283 2.09593343662488
15 75 1102 12 2015-12-15 736313 1.08981710680611
15 80 119 1 2015-01-15 735979 0
15 80 119 2 2015-02-15 736010 0
15 80 119 3 2015-03-15 736038 0
15 80 119 4 2015-04-15 736069 0
15 80 119 5 2015-05-15 736099 0
15 80 119 6 2015-06-15 736130 0
15 80 119 7 2015-07-15 736160 0
15 80 119 8 2015-08-15 736191 0
15 80 119 9 2015-09-15 736222 0
15 80 119 10 2015-10-15 736252 0
15 80 119 11 2015-11-15 736283 0
15 80 119 12 2015-12-15 736313 0
15 85 2974 1 2015-01-15 735979 0
15 85 2974 2 2015-02-15 736010 0
15 85 2974 3 2015-03-15 736038 0
15 85 2974 4 2015-04-15 736069 0
15 85 2974 5 2015-05-15 736099 0
15 85 2974 6 2015-06-15 736130 0
15 85 2974 7 2015-07-15 736160 0
15 85 2974 8 2015-08-15 736191 0
15 85 2974 9 2015-09-15 736222 0
15 85 2974 10 2015-10-15 736252 0
15 85 2974 11 2015-11-15 736283 0
15 85 2974 12 2015-12-15 736313 0
15 90 4227 1 2015-01-15 735979 0
15 90 4227 2 2015-02-15 736010 0
15 90 4227 3 2015-03-15 736038 0
15 90 4227 4 2015-04-15 736069 0
15 90 4227 5 2015-05-15 736099 0
15 90 4227 6 2015-06-15 736130 0
15 90 4227 7 2015-07-15 736160 0
15 90 4227 8 2015-08-15 736191 0
15 90 4227 9 2015-09-15 736222 0
15 90 4227 10 2015-10-15 736252 0
15 90 4227 11 2015-11-15 736283 0
15 90 4227 12 2015-12-15 736313 0
20 -70 1510 1 2015-01-15 735979 0
20 -70 1510 2 2015-02-15 736010 0
20 -70 1510 3 2015-03-15 736038 0
20 -70 1510 4 2015-04-15 736069 0
20 -70 1510 5 2015-05-15 736099 0
20 -70 1510 6 2015-06-15 736130 0
20 -70 1510 7 2015-07-15 736160 0
20 -70 1510 8 2015-08-15 736191 0
20 -70 1510 9 2015-09-15 736222 0
20 -70 1510 10 2015-10-15 736252 0
20 -70 1510 11 2015-11-15 736283 0
20 -70 1510 12 2015-12-15 736313 0
20 -65 4847 1 2015-01-15 735979 -0.0280535096483725
20 -65 4847 2 2015-02-15 736010 -0.286228840200816
20 -65 4847 3 2015-03-15 736038 0.407049355065759
20 -65 4847 4 2015-04-15 736069 -0.478039681786081
20 -65 4847 5 2015-05-15 736099 -2.90412908107643
20 -65 4847 6 2015-06-15 736130 0
20 -65 4847 7 2015-07-15 736160 0
20 -65 4847 8 2015-08-15 736191 0
20 -65 4847 9 2015-09-15 736222 0
20 -65 4847 10 2015-10-15 736252 0
20 -65 4847 11 2015-11-15 736283 0
20 -65 4847 12 2015-12-15 736313 -0.397786626051246
20 -60 5203 1 2015-01-15 735979 0.0973323487072842
20 -60 5203 2 2015-02-15 736010 -0.243614823775719
20 -60 5203 3 2015-03-15 736038 -1.54723145985335
20 -60 5203 4 2015-04-15 736069 0.950473147263059
20 -60 5203 5 2015-05-15 736099 -0.0908158099583867
20 -60 5203 6 2015-06-15 736130 -0.267499330810793
20 -60 5203 7 2015-07-15 736160 0
20 -60 5203 8 2015-08-15 736191 0
20 -60 5203 9 2015-09-15 736222 0
20 -60 5203 10 2015-10-15 736252 0
20 -60 5203 11 2015-11-15 736283 0
20 -60 5203 12 2015-12-15 736313 -0.192363439622297
20 -55 4586 1 2015-01-15 735979 0.183688976955455
20 -55 4586 2 2015-02-15 736010 -0.0342243692036018
20 -55 4586 3 2015-03-15 736038 1.0946122687856
20 -55 4586 4 2015-04-15 736069 -0.358111350104508
20 -55 4586 5 2015-05-15 736099 2.2687912239693
20 -55 4586 6 2015-06-15 736130 0.241087731351848
20 -55 4586 7 2015-07-15 736160 -0.294510606882597
20 -55 4586 8 2015-08-15 736191 -0.442901092037538
20 -55 4586 9 2015-09-15 736222 -6.65878444657786
20 -55 4586 10 2015-10-15 736252 -0.481102311955831
20 -55 4586 11 2015-11-15 736283 -0.200270224362696
20 -55 4586 12 2015-12-15 736313 -0.300007948651928
20 -50 4503 1 2015-01-15 735979 0.530194254093569
20 -50 4503 2 2015-02-15 736010 0.508490034325118
20 -50 4503 3 2015-03-15 736038 0.190810104549033
20 -50 4503 4 2015-04-15 736069 -0.40645987403149
20 -50 4503 5 2015-05-15 736099 -0.909837099757835
20 -50 4503 6 2015-06-15 736130 0.115051247259175
20 -50 4503 7 2015-07-15 736160 -0.275857277291818
20 -50 4503 8 2015-08-15 736191 12.6780194906005
20 -50 4503 9 2015-09-15 736222 0.735390617592991
20 -50 4503 10 2015-10-15 736252 -0.571685086965344
20 -50 4503 11 2015-11-15 736283 -0.175125680743611
20 -50 4503 12 2015-12-15 736313 4.53436620354142
20 -45 3989 1 2015-01-15 735979 -0.766962431888735
20 -45 3989 2 2015-02-15 736010 -0.508986285724267
20 -45 3989 3 2015-03-15 736038 -0.541848429810267
20 -45 3989 4 2015-04-15 736069 0.67470571056197
20 -45 3989 5 2015-05-15 736099 -0.0112045090873005
20 -45 3989 6 2015-06-15 736130 0.0439312681642999
20 -45 3989 7 2015-07-15 736160 0.0708996825003233
20 -45 3989 8 2015-08-15 736191 -1.78698293806356
20 -45 3989 9 2015-09-15 736222 0.146897998100781
20 -45 3989 10 2015-10-15 736252 -1.13237128851722
20 -45 3989 11 2015-11-15 736283 -1.60700710301634
20 -45 3989 12 2015-12-15 736313 1.74135396443595
20 -40 5003 1 2015-01-15 735979 3.26820164041442
20 -40 5003 2 2015-02-15 736010 -0.720177054723872
20 -40 5003 3 2015-03-15 736038 0.0994564019704182
20 -40 5003 4 2015-04-15 736069 0.208736699655712
20 -40 5003 5 2015-05-15 736099 -0.146980809263364
20 -40 5003 6 2015-06-15 736130 1.26994092451161
20 -40 5003 7 2015-07-15 736160 0.484699084975291
20 -40 5003 8 2015-08-15 736191 0.808730502740377
20 -40 5003 9 2015-09-15 736222 0.107645500830536
20 -40 5003 10 2015-10-15 736252 0.483558033618713
20 -40 5003 11 2015-11-15 736283 0.422469659692054
20 -40 5003 12 2015-12-15 736313 0.67582217756237
20 -35 54 1 2015-01-15 735979 0.149125966226584
20 -35 54 2 2015-02-15 736010 -0.650357828675097
20 -35 54 3 2015-03-15 736038 0.344762565462567
20 -35 54 4 2015-04-15 736069 -0.497179907696157
20 -35 54 5 2015-05-15 736099 1.12413316888454
20 -35 54 6 2015-06-15 736130 -0.236555137496274
20 -35 54 7 2015-07-15 736160 0.815013800422335
20 -35 54 8 2015-08-15 736191 -0.376295303738419
20 -35 54 9 2015-09-15 736222 1.29767125461505
20 -35 54 10 2015-10-15 736252 -0.273564129055871
20 -35 54 11 2015-11-15 736283 -0.418886597175832
20 -35 54 12 2015-12-15 736313 -0.809466191633488
20 35 2992 1 2015-01-15 735979 -0.099785510796592
20 35 2992 2 2015-02-15 736010 0.0974041439903493
20 35 2992 3 2015-03-15 736038 -1.29718812070526
20 35 2992 4 2015-04-15 736069 -0.198027755470243
20 35 2992 5 2015-05-15 736099 0.02332373027768
20 35 2992 6 2015-06-15 736130 0.228495382459197
20 35 2992 7 2015-07-15 736160 -0.190893441791929
20 35 2992 8 2015-08-15 736191 -0.0906475497467665
20 35 2992 9 2015-09-15 736222 -0.589781071322107
20 35 2992 10 2015-10-15 736252 -0.0871429052907579
20 35 2992 11 2015-11-15 736283 0.360149088638202
20 35 2992 12 2015-12-15 736313 0.221253177890305
20 85 4333 1 2015-01-15 735979 0
20 85 4333 2 2015-02-15 736010 0
20 85 4333 3 2015-03-15 736038 0
20 85 4333 4 2015-04-15 736069 0
20 85 4333 5 2015-05-15 736099 0
20 85 4333 6 2015-06-15 736130 0
20 85 4333 7 2015-07-15 736160 0
20 85 4333 8 2015-08-15 736191 0
20 85 4333 9 2015-09-15 736222 0
20 85 4333 10 2015-10-15 736252 0
20 85 4333 11 2015-11-15 736283 0
20 85 4333 12 2015-12-15 736313 0
20 90 4227 1 2015-01-15 735979 0
20 90 4227 2 2015-02-15 736010 0
20 90 4227 3 2015-03-15 736038 0
20 90 4227 4 2015-04-15 736069 0
20 90 4227 5 2015-05-15 736099 0
20 90 4227 6 2015-06-15 736130 0
20 90 4227 7 2015-07-15 736160 0
20 90 4227 8 2015-08-15 736191 0
20 90 4227 9 2015-09-15 736222 0
20 90 4227 10 2015-10-15 736252 0
20 90 4227 11 2015-11-15 736283 0
20 90 4227 12 2015-12-15 736313 0
25 -70 614 1 2015-01-15 735979 0
25 -70 614 2 2015-02-15 736010 0
25 -70 614 3 2015-03-15 736038 0
25 -70 614 4 2015-04-15 736069 0
25 -70 614 5 2015-05-15 736099 0
25 -70 614 6 2015-06-15 736130 0
25 -70 614 7 2015-07-15 736160 0
25 -70 614 8 2015-08-15 736191 0
25 -70 614 9 2015-09-15 736222 0
25 -70 614 10 2015-10-15 736252 0
25 -70 614 11 2015-11-15 736283 0
25 -70 614 12 2015-12-15 736313 0
25 -65 4889 1 2015-01-15 735979 -0.196694818481109
25 -65 4889 2 2015-02-15 736010 -0.2290117736712
25 -65 4889 3 2015-03-15 736038 0.343422035436006
