"WMIOD" "tracer" "cycle" "longitude_E" "longitude_median_PS_E" "latitude_N" "latitude_median_PS_E" "season_label" "date" "time" "mean_tracer_concentration_mmol_m3" "mean_tracer_concentration_error_mmol_m3" "tracer_dt_mmol_m2_d1" "tracer_dt_error_mmol_m2_d1" "gas_mmol_m2_d1" "gas_error_mmol_m2_d1" "EP_mmol_m2_d1" "EP_error_mmol_m2_d1" "entrainment_mmol_m2_d1" "entrainment_error_mmol_m2_d1" "vertical_diffusion_mmol_m2_d1" "vertical_diffusion_error_mmol_m2_d1" "vertical_advection_mmol_m2_d1" "vertical_advection_error_mmol_m2_d1" "tracer_background_dt_mmol_m2_d1" "Bio_mmol_m2_d1" "Bio_error_mmol_m2_d1" "latitude_median_PS_N" "integration_depth_m" "MLD_m"
5904395 "DIC" 17 -149.879 -149.8 -39.669 -38.95 "Not applicable" 735796.02744213 2014-07-16 2105.04799084122 12.2276717865591 18.2458081000666 0.197070679988375 1.46501586652705 0.588558707376273 0 0 0 0 -0.219878883690041 0.055230808362477 3.16502611890952 1.29086664229232 0 13.83564499832 0.660377607156296 "Not applicable" 81 127
5904395 "DIC" 18 -149.906 -149.8 -39.533 -38.95 "Not applicable" 735801.268379638 2014-07-21 2105.66649592621 12.2279273153213 14.8119554841705 0.143449075101849 1.74610687281442 0.701484828584625 0 0 0 0 -0.211069946242613 0.049610937389576 2.88395806300735 1.17719169655449 0 10.3929604945913 0.50680619648883 "Not applicable" 81 102
5904395 "DIC" 19 -149.844 -149.8 -39.37 -38.95 "Not applicable" 735806.574108813 2014-07-26 2106.45535833509 12.2281520672831 13.1620484893371 0.140883953121777 1.95583601689153 0.785741877779441 0 0 0 0 -0.185152688148631 0.043667653192446 3.24948480652208 1.32894312680016 0 8.1418803540721 0.570945407718676 "Not applicable" 82 106
5904395 "DIC" 20 -149.736 -149.8 -39.219 -38.95 "Not applicable" 735811.954027806 2014-07-31 2108.66221420044 12.2288285913665 10.116715888696 0.12275919571602 1.61151787131535 0.647414746096619 0 0 0 0 -0.143262314627378 0.0308521082341622 3.30507414972702 1.36504726651785 0 5.34338618228099 0.707674750043817 "Not applicable" 82 111
5904395 "DIC" 21 -149.539 -149.8 -39.108 -38.95 "Not applicable" 735817.291458342 2014-08-06 2108.86340784639 12.2289829468893 9.84963703542071 0.104817192648414 1.27206993982902 0.511044184970372 0 0 0 0 -0.10637556425077 0.0321837126071864 3.39902886210994 1.41603080722591 0 5.28491379773253 0.890673625990792 "Not applicable" 82 122
5904395 "DIC" 22 -149.425 -149.8 -39.026 -38.95 "Not applicable" 735822.558414368 2014-08-11 2110.25731075641 12.229187025777 9.81100155309016 0.124544921508758 1.96863296343665 0.790882951326183 0 0 0 0 -0.0476093889555979 0.0104787584367914 3.75390560978407 1.5853656260255 0 4.13607236882503 0.781702537513786 "Not applicable" 82 118
5904395 "DIC" 23 -149.335 -149.8 -38.934 -38.95 "Not applicable" 735827.823726876 2014-08-16 2109.32129290805 12.2290214229524 10.8863334359616 0.161602455793214 1.6378305298997 0.657985651625958 0 0 0 0 -0.211928033089403 0.0441515302029863 3.524669090694 1.4488700802056 0 5.9357618484573 0.754069754894349 "Not applicable" 83 113
5904395 "DIC" 24 -149.228 -149.8 -38.908 -38.95 "Not applicable" 735833.087025466 2014-08-22 2110.33105356034 12.229224016513 10.6667004553144 0.14514975221165 1.40333452568142 0.563778709379802 0 0 0 0 -0.132589245518247 0.0373204522428792 2.78970991395458 1.15126658646121 0 6.60624526119667 0.567496575271369 "Not applicable" 83 115
5904395 "DIC" 25 -149.131 -149.8 -38.903 -38.95 "Not applicable" 735838.363935196 2014-08-27 2112.65089525631 12.2295943732486 9.44472670233306 0.134067270878997 1.43216563721898 0.57536138375656 0 0 0 0 -0.0285158608901179 0.0426546180414838 2.326059885743 0.969869332616049 0 5.7150170402612 0.393891982605873 "Not applicable" 83 111
5904395 "DIC" 26 -149.051 -149.8 -38.934 -38.95 "Not applicable" 735843.661724557 2014-09-01 2112.83312178574 12.2298507514683 8.54035154948929 0.140967503507932 1.81018769411797 0.727228799155696 0 0 0 0 0.09328558827678 0.018972109976678 1.51660613657483 0.636205108930597 0 5.12027213051971 0.290692106718305 "Not applicable" 83 111
5904395 "DIC" 27 -149.02 -149.8 -38.979 -38.95 "Not applicable" 735848.92284725 2014-09-06 2112.39765019847 12.2296746797439 7.52559293234171 0.106051091647989 1.04866563045104 0.421293244687731 0 0 0 0 -0.112386293720001 0.0409593873320341 0.708422255803493 0.264785565754135 0 5.88089133980718 0.253768601464435 "Not applicable" 83 80
5904395 "DIC" 28 -149.031 -149.8 -39.038 -38.95 "Not applicable" 735854.182037042 2014-09-12 2110.72308989379 12.22915882878 9.18664007490575 0.0965093022782892 1.0686050758133 0.42930376147212 0 0 0 0 0.22278876513251 0.0474841675711966 0.279784538004111 0.118052441934492 0 7.61546169595583 0.441797556784529 "Not applicable" 84 82
